date,beta
2017-01-01,0.005161903
2017-01-02,0.005161903
2017-01-03,0.005161903
2017-01-04,0.005161903
2017-01-05,0.005161903
2017-01-06,0.005161903
2017-01-07,0.005161903
2017-01-08,0.005161903
2017-01-09,0.005161903
2017-01-10,0.005161903
2017-01-11,0.005161903
2017-01-12,0.005161903
2017-01-13,0.005161903
2017-01-14,0.005161903
2017-01-15,0.005161903
2017-01-16,0.005161903
2017-01-17,0.005161903
2017-01-18,0.005161903
2017-01-19,0.005161903
2017-01-20,0.005161903
2017-01-21,0.005161903
2017-01-22,0.005161903
2017-01-23,0.005161903
2017-01-24,0.005161903
2017-01-25,0.005161903
2017-01-26,0.005161903
2017-01-27,0.005161903
2017-01-28,0.005161903
2017-01-29,0.005161903
2017-01-30,0.005161903
2017-01-31,0.005161903
2017-02-01,0.0052632
2017-02-02,0.0052632
2017-02-03,0.0052632
2017-02-04,0.0052632
2017-02-05,0.0052632
2017-02-06,0.0052632
2017-02-07,0.0052632
2017-02-08,0.0052632
2017-02-09,0.0052632
2017-02-10,0.0052632
2017-02-11,0.0052632
2017-02-12,0.0052632
2017-02-13,0.0052632
2017-02-14,0.0052632
2017-02-15,0.0052632
2017-02-16,0.0052632
2017-02-17,0.0052632
2017-02-18,0.0052632
2017-02-19,0.0052632
2017-02-20,0.0052632
2017-02-21,0.0052632
2017-02-22,0.0052632
2017-02-23,0.0052632
2017-02-24,0.0052632
2017-02-25,0.0052632
2017-02-26,0.0052632
2017-02-27,0.0052632
2017-02-28,0.0052632
2017-03-01,0.005494726
2017-03-02,0.005494726
2017-03-03,0.005494726
2017-03-04,0.005494726
2017-03-05,0.005494726
2017-03-06,0.005494726
2017-03-07,0.005494726
2017-03-08,0.005494726
2017-03-09,0.005494726
2017-03-10,0.005494726
2017-03-11,0.005494726
2017-03-12,0.005494726
2017-03-13,0.005494726
2017-03-14,0.005494726
2017-03-15,0.005494726
2017-03-16,0.005494726
2017-03-17,0.005494726
2017-03-18,0.005494726
2017-03-19,0.005494726
2017-03-20,0.005494726
2017-03-21,0.005494726
2017-03-22,0.005494726
2017-03-23,0.005494726
2017-03-24,0.005494726
2017-03-25,0.005494726
2017-03-26,0.005494726
2017-03-27,0.005494726
2017-03-28,0.005494726
2017-03-29,0.005494726
2017-03-30,0.005494726
2017-03-31,0.005494726
2017-04-01,0.005522105
2017-04-02,0.005522105
2017-04-03,0.005522105
2017-04-04,0.005522105
2017-04-05,0.005522105
2017-04-06,0.005522105
2017-04-07,0.005522105
2017-04-08,0.005522105
2017-04-09,0.005522105
2017-04-10,0.005522105
2017-04-11,0.005522105
2017-04-12,0.005522105
2017-04-13,0.005522105
2017-04-14,0.005522105
2017-04-15,0.005522105
2017-04-16,0.005522105
2017-04-17,0.005522105
2017-04-18,0.005522105
2017-04-19,0.005522105
2017-04-20,0.005522105
2017-04-21,0.005522105
2017-04-22,0.005522105
2017-04-23,0.005522105
2017-04-24,0.005522105
2017-04-25,0.005522105
2017-04-26,0.005522105
2017-04-27,0.005522105
2017-04-28,0.005522105
2017-04-29,0.005522105
2017-04-30,0.005522105
2017-05-01,0.005902902
2017-05-02,0.005902902
2017-05-03,0.005902902
2017-05-04,0.005902902
2017-05-05,0.005902902
2017-05-06,0.005902902
2017-05-07,0.005902902
2017-05-08,0.005902902
2017-05-09,0.005902902
2017-05-10,0.005902902
2017-05-11,0.005902902
2017-05-12,0.005902902
2017-05-13,0.005902902
2017-05-14,0.005902902
2017-05-15,0.005902902
2017-05-16,0.005902902
2017-05-17,0.005902902
2017-05-18,0.005902902
2017-05-19,0.005902902
2017-05-20,0.005902902
2017-05-21,0.005902902
2017-05-22,0.005902902
2017-05-23,0.005902902
2017-05-24,0.005902902
2017-05-25,0.005902902
2017-05-26,0.005902902
2017-05-27,0.005902902
2017-05-28,0.005902902
2017-05-29,0.005902902
2017-05-30,0.005902902
2017-05-31,0.005902902
2017-06-01,0.006397909
2017-06-02,0.006397909
2017-06-03,0.006397909
2017-06-04,0.006397909
2017-06-05,0.006397909
2017-06-06,0.006397909
2017-06-07,0.006397909
2017-06-08,0.006397909
2017-06-09,0.006397909
2017-06-10,0.006397909
2017-06-11,0.006397909
2017-06-12,0.006397909
2017-06-13,0.006397909
2017-06-14,0.006397909
2017-06-15,0.006397909
2017-06-16,0.006397909
2017-06-17,0.006397909
2017-06-18,0.006397909
2017-06-19,0.006397909
2017-06-20,0.006397909
2017-06-21,0.006397909
2017-06-22,0.006397909
2017-06-23,0.006397909
2017-06-24,0.006397909
2017-06-25,0.006397909
2017-06-26,0.006397909
2017-06-27,0.006397909
2017-06-28,0.006397909
2017-06-29,0.006397909
2017-06-30,0.006397909
2017-07-01,0.005704091
2017-07-02,0.005704091
2017-07-03,0.005704091
2017-07-04,0.005704091
2017-07-05,0.005704091
2017-07-06,0.005704091
2017-07-07,0.005704091
2017-07-08,0.005704091
2017-07-09,0.005704091
2017-07-10,0.005704091
2017-07-11,0.005704091
2017-07-12,0.005704091
2017-07-13,0.005704091
2017-07-14,0.005704091
2017-07-15,0.005704091
2017-07-16,0.005704091
2017-07-17,0.005704091
2017-07-18,0.005704091
2017-07-19,0.005704091
2017-07-20,0.005704091
2017-07-21,0.005704091
2017-07-22,0.005704091
2017-07-23,0.005704091
2017-07-24,0.005704091
2017-07-25,0.005704091
2017-07-26,0.005704091
2017-07-27,0.005704091
2017-07-28,0.005704091
2017-07-29,0.005704091
2017-07-30,0.005704091
2017-07-31,0.005704091
2017-08-01,0.006162556
2017-08-02,0.006167487
2017-08-03,0.006172417
2017-08-04,0.006177347
2017-08-05,0.006182278
2017-08-06,0.006187208
2017-08-07,0.006192139
2017-08-08,0.006197069
2017-08-09,0.006202
2017-08-10,0.00620693
2017-08-11,0.006211861
2017-08-12,0.006216791
2017-08-13,0.006221721
2017-08-14,0.006226652
2017-08-15,0.006231582
2017-08-16,0.006236513
2017-08-17,0.006241443
2017-08-18,0.006246374
2017-08-19,0.006251304
2017-08-20,0.006256235
2017-08-21,0.006261165
2017-08-22,0.006266095
2017-08-23,0.006271026
2017-08-24,0.006275956
2017-08-25,0.006280887
2017-08-26,0.006285817
2017-08-27,0.006290748
2017-08-28,0.006295678
2017-08-29,0.006300609
2017-08-30,0.006305539
2017-08-31,0.00631047
2017-09-01,0.0063154
2017-09-02,0.00632033
2017-09-03,0.006325261
2017-09-04,0.006330191
2017-09-05,0.006335122
2017-09-06,0.006340052
2017-09-07,0.006344983
2017-09-08,0.0063499130000000004
2017-09-09,0.006354844
2017-09-10,0.006359774
2017-09-11,0.006364704
2017-09-12,0.006369635
2017-09-13,0.006374565
2017-09-14,0.006379496
2017-09-15,0.006384426
2017-09-16,0.006389357
2017-09-17,0.006394287
2017-09-18,0.006399218
2017-09-19,0.006404148
2017-09-20,0.006409078
2017-09-21,0.006414009
2017-09-22,0.006418939
2017-09-23,0.00642387
2017-09-24,0.0064288
2017-09-25,0.006433731
2017-09-26,0.006438661
2017-09-27,0.006443592
2017-09-28,0.006448522
2017-09-29,0.006453452
2017-09-30,0.006458383
2017-10-01,0.006463313
2017-10-02,0.006468244
2017-10-03,0.006473174
2017-10-04,0.006478105
2017-10-05,0.006483035
2017-10-06,0.006487966
2017-10-07,0.006492896
2017-10-08,0.006497827
2017-10-09,0.006502757
2017-10-10,0.006507687
2017-10-11,0.006512618
2017-10-12,0.006517548
2017-10-13,0.006522479
2017-10-14,0.006527409
2017-10-15,0.00653234
2017-10-16,0.00653727
2017-10-17,0.006542201
2017-10-18,0.006547131
2017-10-19,0.006552061
2017-10-20,0.006556992
2017-10-21,0.006561922
2017-10-22,0.006566853
2017-10-23,0.006571783
2017-10-24,0.006576714
2017-10-25,0.006581644
2017-10-26,0.006586575
2017-10-27,0.006591505
2017-10-28,0.006596435
2017-10-29,0.006601366
2017-10-30,0.006606296
2017-10-31,0.006611227
2017-11-01,0.006616157
2017-11-02,0.006621088
2017-11-03,0.006626018
2017-11-04,0.006630949
2017-11-05,0.006635879
2017-11-06,0.006640809
2017-11-07,0.00664574
2017-11-08,0.00665067
2017-11-09,0.006655601
2017-11-10,0.006660531
2017-11-11,0.006665462
2017-11-12,0.006670392
2017-11-13,0.006675323
2017-11-14,0.006680253
2017-11-15,0.006685184
2017-11-16,0.006690114
2017-11-17,0.006695044
2017-11-18,0.006699975
2017-11-19,0.006704905
2017-11-20,0.006709836
2017-11-21,0.006714766
2017-11-22,0.006719697
2017-11-23,0.006724627
2017-11-24,0.006729558
2017-11-25,0.006734488
2017-11-26,0.006739418
2017-11-27,0.006744349
2017-11-28,0.006749279
2017-11-29,0.00675421
2017-11-30,0.00675914
2017-12-01,0.006764071
2017-12-02,0.006769001
2017-12-03,0.006773932
2017-12-04,0.006778862
2017-12-05,0.006783792
2017-12-06,0.006788723
2017-12-07,0.006793653
2017-12-08,0.006798584
2017-12-09,0.006803514
2017-12-10,0.006808445
2017-12-11,0.006813375
2017-12-12,0.006818306
2017-12-13,0.006823236
2017-12-14,0.006828166
2017-12-15,0.006833097
2017-12-16,0.006838027
2017-12-17,0.006842958
2017-12-18,0.006847888
2017-12-19,0.006852819
2017-12-20,0.006857749
2017-12-21,0.00686268
2017-12-22,0.00686761
2017-12-23,0.00687254
2017-12-24,0.006877471
2017-12-25,0.006882401
2017-12-26,0.006887332
2017-12-27,0.006892262
2017-12-28,0.006897193
2017-12-29,0.006902123
2017-12-30,0.006907054
2017-12-31,0.006911984
